53,69.3039
50,68.8719
48,68.8719
45,68.8719
44,68.8719
42,68.8719
40,68.8719
39,68.8719
67,68.8719
105,68.8719
91,68.8719
76,68.8719
65,68.8719
55,68.8719
54,68.8719
64,68.8719
66,68.8719
59,68.8719
54,66.3636
50,66.3636
48,66.3636
46,66.3636
44,66.3636
43,66.3636
41,66.3636
51,66.3636
100,66.3636
98,66.3636
80,66.3636
70,66.3636
58,66.3636
54,66.3636
61,66.3636
65,66.3636
61,66.3636
55,66.3636
52,66.0854
49,66.0854
46,66.0854
44,66.0854
43,66.0854
41,66.0854
44,66.0854
94,66.0854
106,66.0854
90,66.0854
79,66.0854
69,66.0854
59,66.0854
60,66.0854
66,66.0854
65,66.0854
60,66.0854
55,66.0854
51,72.0038
48,72.0038
47,72.0038
45,72.0038
43,72.0038
40,72.0038
42,72.0038
84,72.0038
105,72.0038
88,72.0038
76,72.0038
67,72.0038
56,72.0038
57,72.0038
64,72.0038
63,72.0038
58,72.0038
53,69.6081
49,69.6081
47,69.6081
44,69.6081
43,69.6081
41,69.6081
39,69.6081
38,69.6081
62,69.6081
103,69.6081
90,69.6081
74,69.6081
63,69.6081
52,69.6081
52,69.6081
62,69.6081
64,69.6081
58,67.399
53,67.399
49,67.399
47,67.399
45,67.399
43,67.399
41,67.399
42,67.399
87,67.399
103,67.399
85,67.399
73,67.399
63,67.399
54,67.399
57,67.399
64,67.399
62,67.399
56,67.399
52,67.8218
48,67.8218
47,67.8218
44,67.8218
43,67.8218
40,67.8218
41,67.8218
83,67.8218
106,67.8218
90,67.8218
79,67.8218
70,67.8218
59,67.8218
58,67.8218
64,67.8218
64,67.8218
59,67.8218
54,67.8218
51,73.407
48,73.407
45,73.407
44,73.407
42,73.407
40,73.407
42,73.407
88,73.407
103,73.407
86,73.407
74,73.407
64,73.407
55,73.407
57,73.407
63,73.407
62,73.407
57,70.4072
52,70.4072
49,70.4072
46,70.4072
44,70.4072
43,70.4072
41,70.4072
39,70.4072
44,70.4072
92,70.4072
97,70.4072
80,70.4072
70,70.4072
70,70.4072
70,70.4072
70,70.4072
70,70.4072
70,66.5618
70,66.5618
70,66.5618
70,66.5618
70,66.5618
70,66.5618
70,66.5618
70,66.5618
70,66.5618
70,66.5618
70,66.5618
60,66.5618
58,66.5618
58,66.5618
58,66.5618
58,66.5618
58,66.5618
58,66.5618
58,65.5899
58,65.5899
58,65.5899
58,65.5899
59,65.5899
58,65.5899
58,65.5899
58,65.5899
58,65.5899
58,65.5899
58,65.5899
78,65.5899
65,65.5899
63,65.5899
69,65.5899
67,65.5899
